chrom,start,end,disruption
chr1,30375707,30396692,-2.892097319499326
chr1,44238875,44280322,-2.26126058232635
chr1,18215688,18269560,-2.3184339487218297
chr1,180847553,180920056,-1.3276812978608372
chr1,89389279,89457482,-1.520493555520566
chr1,111252943,111280522,-3.3000969909417983
chr1,190732050,190752692,-6.180372708120364
chr1,78190547,78212991,-4.273949201250543
chr1,217355663,217391574,-4.4958930568628395
chr1,179890504,179894951,-4.325259130031142
chr1,27970795,28023057,-1.7629220659603926
chr1,147041897,147133377,-1.8365597148792718
chr1,193771039,193849627,-5.99444659372307
chr1,162617195,162627078,-4.4753142717081005
chr1,191171713,191216899,-5.210751276740512
chr1,177992705,178003181,-4.25706572899978
chr1,15877922,15935391,-2.2918341476128963
chr1,169682755,169743945,-3.192752023437605
chr1,135731844,135744532,-4.47679890955687
chr1,150585571,150621714,-2.7039019466369374
chr1,118973043,118976225,-5.84573426611429
chr1,109546358,109638073,-1.3226240291147937
chr1,108693093,108697997,-4.267222419131682
chr1,161761306,161852779,-1.5271875410485407
chr1,47267006,47293869,-3.011805258146255
chr1,164244955,164254147,-6.079996032815206
chr1,160220308,160275067,-2.507493590804504
chr1,163386088,163424805,-3.4761746748826052
chr1,59196103,59251836,-4.9528725557069695
chr1,238736074,238816110,-3.735015185621411
chr1,100157142,100210491,-2.981663523805254
chr1,77121373,77196261,-2.330826139646442
chr1,198052806,198082356,-4.045997560269786
chr1,80015945,80029313,-6.198668109914355
chr1,129162425,129248792,-4.725811414880093
chr1,190244427,190295639,-3.444415298337444
chr1,74452449,74485488,-2.9289368869103813
chr1,80109627,80196740,-3.838208037318538
chr1,42703814,42729696,-2.625075945210023
chr1,191684009,191697396,-5.986657834087996
chr1,183489639,183506855,-3.1324895159405495
chr1,82135230,82223154,-5.822421844170579
chr1,224928888,224948091,-5.999732680589337
chr1,171258129,171261357,-5.02669584276877
chr1,186321154,186372781,-2.7897746463759323
chr1,3008206,3106986,-1.2825215184473586
chr1,29067314,29130383,-1.6248844050011275
chr1,82715067,82780171,-4.472805125651341
chr1,181607802,181640497,-3.9861946787160005
chr1,128566486,128568175,-5.125684746386009
chr1,165920947,165959676,-3.11170375346828
chr1,88983794,89077230,-2.108770989477928
chr1,160308504,160366136,-2.2743838099847005
chr1,213820410,213864609,-3.2362775148770875
chr1,83292554,83343550,-5.479330779277603
chr1,246058598,246082939,-3.60127789845838
chr1,230809534,230851685,-2.702508498791285
chr1,57213639,57282384,-5.326430479263257
chr1,172483000,172522308,-2.6855215253893303
chr1,63720567,63775622,-3.191990957046823
chr1,69924424,69986432,-2.739969299954844
chr1,123123703,123175912,-2.842936043217197
chr1,50178002,50202527,-2.314274331514092
chr1,138886877,138928775,-4.255638964509336
chr1,186731421,186826719,-1.7022375451032008
chr1,121568304,121584584,-5.445463530575059
chr1,151918049,151931572,-3.6382706795972877
chr1,36034644,36073373,-2.4026029749216606
chr1,6996850,7066243,-2.7435290534193935
chr1,139869673,139958695,-4.782475074848343
chr1,74791832,74796010,-5.80030361224592
chr1,209285108,209345378,-2.3660457754647903
chr1,237242001,237317298,-2.7965173289013556
chr1,127766276,127862901,-4.732153189856423
chr1,129009486,129096786,-5.402903301951085
chr1,11649646,11709412,-2.580162194802019
chr1,114248481,114303940,-2.750634208268521
chr1,86379071,86461125,-1.6234050836336982
chr1,25829387,25906398,-1.5962737765190278
chr1,59558852,59586240,-3.0959663412978604
chr1,170067687,170156220,-5.288230829800897
chr1,132095573,132118305,-5.105603821639753
chr1,143391355,143398106,-3.321680371951635
chr1,148845897,148913747,-2.8350500527130955
chr1,75324167,75366283,-3.955170037701739
chr1,113480442,113507497,-3.11593814675427
chr1,165869095,165881680,-4.028331392826799
chr1,182649833,182674653,-3.2231090042803143
chr1,23758744,23835317,-2.6427779503699576
chr1,13107839,13196855,-2.8743054839216664
chr1,146575679,146598138,-3.657255432544995
chr1,56367584,56463043,-1.957897714111342
chr1,194321789,194342859,-6.152849723148294
chr1,218352845,218438146,-3.5218658961289457
chr1,97901368,97946942,-3.0521571406954564
chr1,7048670,7144418,-2.1921306598690777
chr1,221623163,221641090,-5.693500927589298
chr1,115091456,115111007,-3.9210909967425818
chr1,86901261,86921530,-3.286191351053932
chr1,175433535,175504562,-3.3904846849086145
chr1,173301643,173400895,-1.5034777733448763
chr1,26342761,26415196,-1.9180923182351102
chr1,74171231,74256531,-3.2432835769839947
chr1,83360496,83452659,-2.9887050584596597
chr1,61653196,61670463,-4.060143117595228
chr1,194692699,194728065,-5.410354026221249
chr1,92688337,92724944,-2.2322375230158027
chr1,43623162,43628082,-5.306482392597973
chr1,112961687,113028065,-1.68384438722121
chr1,209735965,209772607,-2.5869466806314834
chr1,217029117,217055254,-4.978037029250237
chr1,190164444,190214059,-3.8894850593538823
chr1,180792887,180836171,-1.6614272817940623
chr1,27195950,27293350,-1.3886077296972343
chr1,39696785,39736104,-1.9260377079268423
chr1,81219871,81264701,-3.891203958799701
chr1,37056144,37097680,-2.403925245015351
chr1,106577850,106577980,-6.0263165424425065
chr1,223433781,223467165,-3.313403567247036
chr1,172510638,172559054,-2.3627341171784755
chr1,177201759,177288050,-5.2145564488032425
chr1,5090919,5108850,-5.39147388162949
chr1,207359505,207438289,-2.427464360905286
chr1,124568135,124585157,-2.728520813526818
chr1,145477557,145499549,-3.226094586471238
chr1,238932157,239007193,-2.9620123455502156
chr1,151157477,151191019,-2.846389195673446
chr1,140312863,140343242,-4.179942357421563
chr1,229016892,229079528,-1.6028495665228544
chr1,168259388,168345219,-2.6331503111285373
chr1,194204801,194281013,-5.71803587260184
chr1,202962952,202964508,-4.806841655533179
chr1,109779119,109875244,-1.2757164179803493
chr1,6410211,6417280,-3.9169162576112084
chr1,221041157,221089733,-2.491266480739606
chr1,147086698,147153173,-2.003703200985457
chr1,64235328,64302513,-1.478968867284825
chr1,140857807,140876747,-4.357962846352618
chr1,209739860,209825667,-2.143860133068767
chr1,214961872,215038006,-3.190999935969546
chr1,189272884,189329959,-4.622824761021432
chr1,5628989,5711303,-2.1545510590201324
chr1,26799401,26848596,-2.0798834696310746
chr1,188931931,188941323,-6.618418630851067
chr1,203070006,203092299,-2.710846462976884
chr1,60488100,60488968,-6.547533356886979
chr1,191281344,191340245,-5.854532650136867
chr1,39249155,39281873,-2.586471106403999
chr1,100905998,100955517,-1.751216450995504
chr1,48486261,48522277,-3.1074734429074202
chr1,233289490,233376616,-2.4983031314080852
chr1,90424362,90509640,-2.616270789830268
chr1,191865214,191949463,-5.527901009053691
chr1,208030505,208063047,-2.7147997634793173
chr1,15752261,15759003,-4.059803606743683
chr1,61958878,61965458,-4.193420486533644
chr1,201731614,201733496,-5.411020012367965
chr1,17794237,17812421,-3.4444686158352424
chr1,200109574,200203581,-1.363070319182417
chr1,165597723,165610201,-3.829240189489819
chr1,30443354,30444589,-4.567722360528084
chr1,69626931,69706579,-3.2820001705379624
chr1,114279586,114370283,-2.1081360229548323
chr1,17780243,17868501,-2.7086747247551743
chr1,162755743,162781286,-2.5226064263951877
chr1,175575118,175593062,-4.47139610778566
chr1,97278816,97302542,-4.42503258896997
chr1,220819655,220868759,-3.1830519879554826
chr1,66389442,66462259,-1.6278644472025439
chr1,148463064,148538501,-1.7966095454549726
chr1,2244513,2276639,-2.3114061212982535
chr1,173440825,173479942,-4.678095793796763
chr1,237640589,237737320,-2.2168129620796164
chr1,70460532,70503494,-2.4469342794280147
chr1,193439360,193482293,-5.581931903602394
chr1,128455925,128502312,-4.409668405782412
chr1,218931148,218947822,-4.822750837149543
chr1,202907124,202915567,-3.9390700553209426
chr1,159445895,159515759,-2.6290543467460386
chr1,111161110,111227277,-1.7831038032137956
chr1,5464462,5509517,-3.5550512640375804
chr1,72864342,72934145,-5.537352531659129
chr1,217364841,217391481,-4.7546728818896655
chr1,240721964,240795812,-2.14816957059744
chr1,8007163,8061791,-1.8259653935944962
chr1,167973576,168013813,-2.8275601970654
chr1,190669731,190757722,-5.42177937316065
chr1,9415584,9429050,-3.0817397935067836
chr1,200470753,200499024,-1.9779596489600428
chr1,233830227,233922876,-1.221786808474528
chr1,84636091,84712518,-1.5648945530215623
chr1,57643681,57692125,-3.9224428327123206
chr1,93096649,93107050,-4.594342407451344
chr1,3372547,3391107,-3.5035821880774893
chr1,117540320,117584605,-2.72676655225732
chr1,153041248,153087237,-3.0987610327218484
chr1,56911837,56930201,-4.971546866725598
chr1,191566735,191568546,-6.001677664521885
chr1,188628667,188695979,-5.350879803516645
chr1,37975362,37995047,-3.9620487950969308
chr1,9197490,9240074,-1.7079616126967598
chr1,214502064,214522175,-4.120043037871712
chr1,37389444,37437297,-1.860381761526371
chr1,116243274,116251512,-4.701328221055491
chr1,203096637,203104683,-4.242976707131011
chr1,231220590,231268570,-1.7665350221363503
chr1,212893665,212958375,-2.517131450493333
chr1,65201534,65279293,-2.2598815386931177
chr1,137266940,137303017,-5.2986175292881645
chr1,36437927,36468667,-3.0611322971183075
chr1,74288510,74353341,-2.474618730190648
chr1,127236205,127300623,-4.516927842743301
chr1,231185370,231282942,-0.9951968995619078
chr1,244328567,244410240,-1.7418503832498489
chr1,222463355,222517310,-1.9870230912124685
chr1,237304676,237344866,-3.1240535452798657
chr1,176222126,176287707,-2.773344822770985
chr1,122848254,122870906,-1.3384433258911805
chr1,110484403,110546908,-1.9426548870479778
chr1,109145996,109162803,-3.0675278409311373
chr1,230936384,230953932,-3.491431749735051
chr1,156777865,156822580,-1.6955434866303363
chr1,114108954,114135676,-3.5816112256604717
chr1,139114052,139176308,-5.0000354840876
chr1,11286224,11359625,-1.5357583051966306
chr1,98923557,98934556,-5.167291401203341
chr1,3405897,3453432,-2.3003410353631795
chr1,27999704,28019492,-3.0926366780442396
chr1,8722805,8755925,-2.646901882818944
chr1,128787773,128862264,-4.960592333753177
chr1,171144555,171159715,-3.8565182150281045
chr1,234988765,234995133,-4.327766077307369
chr1,82671842,82672768,-6.321035407370413
chr1,96986683,97052910,-4.318172931168845
chr1,107001425,107003050,-5.584713993557223
chr1,220016305,220089535,-2.824685225391777
chr1,216477633,216538667,-3.5347423066097137
chr1,232999107,233085851,-1.9835122782956687
chr1,110170332,110188577,-2.833473142719364
chr1,123555727,123646806,-2.57305423682249
chr1,45376712,45390403,-3.181153584801049
chr1,74133619,74195901,-3.877422561278691
chr1,173389071,173451392,-1.5802321196595783
chr1,171168125,171192861,-3.5875989884530184
chr1,149179825,149253014,-3.6872070890618422
chr1,69125610,69170657,-5.694311006682424
chr1,75558119,75570308,-4.51126906571355
chr1,123918380,123937500,-1.240043489354061
chr1,208710296,208768221,-4.252587999209815
chr1,117614397,117638042,-3.4799801687872858
chr1,155991548,156051079,-2.071954397459095
chr1,22119450,22136083,-3.3092730279146
chr1,245328533,245384761,-2.7988880334063304
chr1,37137971,37201834,-2.0465140151086403
chr1,42876158,42942337,-1.7187273364975635
chr1,214776345,214785361,-5.935992911505123
chr1,235692749,235700839,-3.6319771177519806
chr1,54791540,54836281,-2.6549068582513047
chr1,97983451,98052967,-3.1322945535928666
chr1,62706781,62758133,-2.6116482230343827
chr1,17855720,17871250,-3.563657553862226
chr1,219514909,219519242,-5.3157290105734525
chr1,1026829,1053907,-3.933870755317042
chr1,145480433,145527898,-2.5066907692927898
chr1,97437947,97451871,-5.056922103429008
chr1,235087745,235151741,-1.8957010572947897
chr1,91144347,91162547,-3.0292676937942176
chr1,33638973,33684262,-5.539755580917377
chr1,107802471,107880436,-2.11824720997063
chr1,147724257,147780792,-1.7114410385482033
chr1,30306818,30320077,-4.213674800684188
chr1,18256242,18260893,-4.600492527561826
chr1,215623932,215716118,-4.504439560923624
chr1,243826937,243872540,-2.5063230858197767
chr1,223873510,223912578,-3.0599116238078055
chr1,244660676,244732799,-1.4694877399201742
chr1,11816463,11873406,-2.396007650786112
chr1,242330130,242366018,-4.5674116047845414
chr1,212670929,212687889,-3.7682786121129754
chr1,134716902,134777111,-5.354323777674301
chr1,83021464,83041492,-5.434991025696531
chr1,91987946,92086266,-1.8134687274431294
chr1,239850242,239868989,-3.0531461268236684
chr1,172960568,173026576,-2.4074486219519358
chr1,46993667,47093366,-1.3847570849658573
chr1,49700684,49757271,-5.41803180683163
chr1,78647471,78701808,-3.239853157292798
chr1,148301140,148355999,-2.0080399639470654
chr1,49610551,49634001,-6.042754841094139
chr1,133751059,133814237,-5.279927010765835
chr1,176300971,176399555,-2.995930214414917
chr1,49146562,49148960,-6.402717481078227
chr1,10178174,10223632,-2.1053147831014805
chr1,102373981,102430461,-4.509202926631353
chr1,49020890,49099220,-5.589390386797469
chr1,15017067,15117061,-1.0070505904257243
chr1,42806335,42830755,-2.831522805952882
chr1,42869032,42887854,-3.2109385716817096
chr1,236792165,236859140,-3.1948640048457633
chr1,157345232,157377457,-2.513060299727601
chr1,152980043,153059550,-2.380351299070012
chr1,102198663,102246524,-4.815416652870185
chr1,88070764,88141293,-3.032846725661861
chr1,81602861,81645626,-3.585845032416143
chr1,167985937,168007346,-3.593279800915645
chr1,158442707,158514214,-4.033238531091778
chr1,170481479,170513784,-3.4730441069054327
chr1,106018605,106097333,-4.145885245361563
chr1,81309020,81363337,-3.7132293115081
chr1,11643086,11646960,-4.058075015586766
chr1,72780123,72793351,-5.975712933531206
chr1,75022511,75086683,-2.877218297948971
chr1,132194128,132228172,-4.684187095669525
chr1,198282585,198346337,-3.1591561772200376
chr1,84564231,84573354,-3.9393659297482393
chr1,27424452,27445794,-3.1294931869183262
chr1,195563392,195598876,-4.519481961430008
chr1,176841575,176870665,-2.848725309650583
chr1,173567803,173653110,-2.293681070984195
chr1,211634136,211698356,-1.5606841261779605
chr1,165735774,165739970,-4.932051496421437
chr1,32874819,32882584,-3.5888975349817094
chr1,248029334,248091251,-5.509620753021246
chr1,44040515,44056101,-3.9926612149375265
chr1,126344144,126352567,-4.74951082588944
chr1,22054099,22079498,-2.9237342320434716
chr1,106083145,106175998,-6.0664952124562985
chr1,176194414,176271773,-2.9251731353779715
chr1,106194547,106272400,-4.903198695217579
chr1,24183747,24193758,-3.5535189751464267
chr1,54033463,54058830,-3.2044267483098983
chr1,214500918,214505078,-5.244789711613609
chr1,198802758,198876591,-4.656987577204353
chr1,170259788,170353137,-3.736451585486805
chr1,217844306,217912683,-1.7291875521693614
chr1,121490282,121545900,-3.568004426782962
chr1,190975079,190981408,-5.3824519766545595
chr1,59978444,60045457,-4.644990463992945
chr1,103167984,103215935,-3.4857795839436525
chr1,41627536,41685744,-4.953648593764731
chr1,6691588,6758653,-2.7201526130086275
chr1,22616978,22707399,-0.7509263887902267
chr1,81922868,81991250,-2.7812148799478984
chr1,192768488,192855072,-1.787723564181265
chr1,27178269,27223998,-2.0670392953180565
chr1,150275597,150361234,-2.6246163452756957
chr1,145845851,145923219,-1.4876361169701575
chr1,43135417,43192950,-2.2924339032393855
chr1,148518716,148522554,-5.022956089470763
chr1,146822399,146899328,-2.2475795858557945
chr1,161727870,161741375,-3.2035380267273705
chr1,45592173,45677067,-3.1146089806067714
chr1,137569839,137628039,-4.707172962752455
chr1,244919614,245016915,-1.354504702117224
chr1,67811083,67856035,-2.0654618781428886
chr1,164995727,165090153,-2.1121548553040737
chr1,204390687,204444889,-1.499486212428128
chr1,8839075,8908134,-2.129818964431436
chr1,204541259,204612124,-1.814049299674275
chr1,103022040,103115642,-3.870332774014985
chr1,182900959,182965070,-2.462473428578809
chr1,222852891,222856103,-4.731352250180694
chr1,138652944,138714985,-5.0455821530962135
chr1,168666332,168734046,-4.49216541052462
chr1,208040167,208066495,-2.816917113834574
chr1,92964373,93024659,-3.107310537839806
chr1,196294652,196384567,-1.5966041404586069
chr1,64887731,64930046,-3.093736398841162
chr1,14805745,14880471,-1.4647985858566703
chr1,90898675,90951807,-2.6258301695318598
chr1,35301077,35350016,-1.8769576933748733
chr1,159997959,160065219,-1.6716677566351617
chr1,89396351,89423802,-2.660658578391026
chr1,6550861,6556647,-3.615571592880577
chr1,98495601,98517523,-4.651518865209785
chr1,146634373,146731669,-2.214722898271678
chr1,79929491,79969175,-4.874466638548885
chr1,183632709,183728317,-1.3292946843321538
chr1,236009736,236080724,-1.6072757508127187
chr1,170080766,170154328,-4.836284189185119
chr1,13738155,13816554,-2.121282253056773
chr1,7708372,7717580,-4.201086975836585
chr1,169140464,169183577,-2.6815382705992357
chr1,59173308,59237984,-4.780307042603796
chr1,36459613,36479553,-3.5487082283766997
chr1,153493259,153589513,-1.6064120694326338
chr1,90753351,90804489,-3.2784855110247864
chr1,122681581,122710218,-3.7402705520151347
chr1,101597549,101665205,-5.4069466957434775
chr1,212891844,212929053,-2.810313488557667
chr1,114392822,114484881,-3.4902207821186186
chr1,218609854,218656462,-5.114038752445344
chr1,114565253,114635939,-3.4444278289420422
chr1,206279957,206318750,-2.853998622786124
chr1,159320254,159370920,-3.240388492724274
chr1,111866087,111911179,-3.747135956582461
chr1,237629395,237705163,-2.2602197151727563
chr1,101925158,101974240,-4.600788233967826
chr1,232761404,232807145,-4.070571874603201
chr1,211473038,211485248,-3.8067280523777325
chr1,5938287,5990051,-1.9292960875015235
chr1,11171020,11216531,-2.24595845700134
chr1,128665258,128704672,-4.575089075597083
chr1,98345037,98377722,-4.227397268652766
chr1,120431681,120462794,-2.543437537410992
chr1,57912181,57932797,-4.852022303564754
chr1,33961196,33998621,-5.422704526604047
chr1,170513111,170567168,-2.523764215315433
chr1,196954064,197040439,-3.033217967909842
chr1,183346516,183373478,-2.790538281525726
chr1,238781767,238811360,-5.116541009837575
chr1,46187611,46219142,-2.8462635644561294
chr1,166577940,166624214,-3.1083789821446164
chr1,148047176,148092913,-2.8034755995693645
chr1,54897615,54988307,-1.6422502259641352
chr1,145478227,145575628,-1.595502818894132
chr1,40703493,40734027,-2.7517625298968875
chr1,124979394,125048515,-3.9282623539435844
chr1,206725961,206800934,-1.792668406498692
chr1,198073288,198106413,-4.122549954101831
chr1,216378875,216387811,-5.4026011714298505
chr1,220635444,220669962,-2.9835952319358396
chr1,159456728,159489511,-3.564807811241387
chr1,163265440,163314540,-1.8789952426741123
chr1,239101512,239159820,-3.706453058950865
chr1,18687797,18770865,-1.7349458400082944
chr1,69994514,70061894,-2.588499544112418
chr1,179126539,179153513,-2.9200045901621063
chr1,233281757,233292400,-5.09571988370527
chr1,74064862,74143513,-4.092052226429745
chr1,167322065,167331625,-3.854333479698697
chr1,155770627,155798445,-3.8267264633074625
chr1,55925919,55937206,-5.321998162714592
chr1,185787883,185790894,-5.413207677020098
chr1,201773297,201851718,-0.7745987409100635
chr1,156453421,156543138,-1.6112095456279254
chr1,113333144,113399317,-2.2062241956003557
chr1,183963216,183998418,-3.714091708567986
chr1,245580042,245647795,-2.4569520941769842
chr1,125249982,125342311,-4.808527358184029
chr1,64154551,64159939,-4.574077760739973
chr1,95086749,95092897,-5.7916990355427105
chr1,218922369,218980705,-3.514487411872568
chr1,36968461,36979693,-5.388760170448209
chr1,23785825,23793772,-4.594160529398252
chr1,183640367,183684480,-2.381258483989106
chr1,34806062,34848629,-3.039406676349519
chr1,183314001,183316956,-4.646275301994348
chr1,21322095,21356381,-2.6363344978599406
chr1,41516247,41598172,-3.3496767637135187
chr1,1388117,1402794,-4.341730039537321
chr1,44524611,44595776,-1.6723411636995849
chr1,148712542,148807066,-2.2366444964578003
chr1,201666685,201742531,-1.0957410763890767
chr1,22648556,22685824,-2.073384879303839
chr1,100731169,100746227,-3.39906357706254
chr1,189079711,189128870,-4.886828148877632
chr1,233706456,233766897,-1.4759995481825803
chr1,212639976,212691836,-2.5906598933899327
chr1,110151026,110204720,-1.59952533830536
chr1,91929447,91962896,-3.0615827712296286
chr1,119092874,119155812,-3.350756562601762
chr1,187194805,187227526,-3.585876159323992
chr1,192746954,192807885,-1.9887446525009715
chr1,206590774,206687231,-1.828407877166003
chr1,30373322,30389235,-3.0896436898121933
chr1,57625341,57684912,-3.866286605991334
chr1,241204725,241292779,-2.3064234881799086
chr1,70279204,70360341,-1.6670009502836363
chr1,160816717,160835008,-3.268325018205447
chr1,214579766,214649530,-2.016622492718879
chr1,110328178,110385184,-1.8343295435834042
chr1,85388141,85479021,-3.1319699511780708
chr1,2727982,2784712,-2.3935827243691077
chr1,113860369,113916443,-2.475059874944879
chr1,56471015,56488167,-3.4073917778169416
chr1,133202285,133284883,-5.022654759211034
chr1,16454583,16478327,-2.5611100286906927
chr1,111744053,111818527,-2.5126660964088376
chr1,125867337,125895326,-4.7289421947860895
chr1,64523433,64607315,-1.824937710700304
chr1,56958883,56991541,-4.082612509047551
chr1,141774279,141818292,-4.1347566348880695
chr1,111960834,112004929,-2.684940565042023
chr1,90031133,90124656,-3.1920867359523695
chr1,4445808,4497665,-3.360153496907881
chr1,133671229,133742395,-4.9858623382898575
chr1,103816411,103855655,-3.1561389675198144
chr1,21162442,21187322,-2.208971065331267
chr1,121527399,121610939,-3.013124359587571
chr1,162497044,162500006,-4.7032786292927975
chr1,231675393,231743566,-4.282608009620857
chr1,162799817,162848661,-1.8347330958678494
chr1,222340514,222348972,-4.161434823708426
chr1,114099653,114154783,-2.545741718369995
chr1,146177727,146234780,-2.4888996998905553
chr1,150719800,150736138,-2.9918736356283553
chr1,238754462,238820409,-3.3458004044694145
chr1,37102961,37123830,-3.742697329920514
chr1,215848114,215947395,-4.213329692524626
chr1,214981932,214999400,-5.0514578610950025
chr1,212536496,212631835,-2.242190797106017
chr1,194427246,194515963,-5.476913140665417
chr1,189100552,189109778,-5.518379318387618
chr1,27961573,28009466,-1.941848975756544
chr1,192797736,192876276,-1.5631037708534585
chr1,109284673,109381246,-1.8296869393956436
chr1,144848272,144888298,-2.755076776337417
chr1,140490294,140498055,-4.130212182670013
chr1,163579293,163650759,-5.622915511045022
chr1,212936872,213020612,-3.0766584947488558
chr1,29462365,29519655,-5.191744469866299
chr1,215558899,215600706,-3.2289023777975636
chr1,12402386,12496813,-1.6842443995104042
chr1,192287426,192289741,-4.898311683184321
chr1,114533224,114578505,-3.6513668217811888
chr1,146183399,146214041,-3.305416117317682
chr1,80975121,81064666,-4.930140922212535
chr1,207226239,207233577,-4.58985380526597
chr1,114559055,114627104,-3.569130581717043
chr1,77960443,78027366,-1.53129893935048
chr1,61862323,61897553,-2.789765382711503
chr1,161235754,161262155,-2.656633875207613
chr1,203693944,203757413,-1.5669392667394357
chr1,22783706,22813391,-2.6593418060979936
chr1,113052374,113104612,-2.481204203685934
chr1,51768100,51804498,-2.584277185390518
chr1,191697586,191793308,-6.090632727995227
chr1,193829075,193911350,-5.992192554126157
chr1,193632687,193675124,-5.194903255558818
chr1,59194378,59259216,-4.509326872120681
chr1,68876585,68967811,-5.340158704169635
chr1,120870706,120968606,-1.8986002023908395
chr1,77989321,78073885,-1.3626468343302212
chr1,24803457,24821970,-2.5089507253148753
chr1,157317570,157415778,-1.7469767889183354
chr1,72151790,72192999,-5.330587145379442
chr1,45968874,46054568,-1.9793142418455678
chr1,113496479,113567806,-1.7328148564459664
chr1,137651614,137735202,-4.263241112794923
chr1,114569675,114618842,-3.3793296113826843
chr1,242412557,242432996,-3.946800106411093
chr1,222361650,222434328,-1.375989131181512
chr1,87354496,87405064,-4.452873702685596
chr1,91158216,91251802,-1.8870904602271072
chr1,199859968,199906550,-3.9963802948595646
chr1,245443201,245487089,-3.718148373503121
chr1,247181862,247255180,-2.3978778049688256
chr1,32829459,32899828,-1.5623025955787986
chr1,69201647,69285060,-4.626246512420699
chr1,234012165,234050591,-1.8914052078196626
chr1,88148152,88246455,-1.9141068491555986
chr1,201259030,201276516,-3.152329579480415
chr1,5386695,5397038,-5.2091464822303335
chr1,18523170,18564587,-1.707369385270991
chr1,202921563,202953389,-2.135073255450628
chr1,161924272,161932590,-4.745682534907004
chr1,184772752,184845980,-2.1019951775325927
chr1,202946735,202977016,-2.0676350095161373
chr1,137467174,137479805,-4.214653247068595
chr1,239281724,239361874,-2.897122313351963
chr1,247273067,247276156,-4.612110418767606
chr1,176005397,176071163,-2.7481455635337255
chr1,65442988,65470043,-3.4164785795200743
chr1,94662339,94696185,-1.8120926622783025
chr1,146321884,146329839,-4.778281742004877
chr1,181479438,181537476,-4.529220227703132
chr1,33790208,33822084,-5.664875279711118
chr1,89087443,89109980,-3.7762230704525335
chr1,25532404,25627802,-0.8805391231610613
chr1,203155447,203160159,-4.808000004336972
chr1,99351657,99414291,-2.613644411543275
chr1,131618994,131670578,-5.195517663838328
chr1,164400622,164420733,-3.7609458110237366
chr1,110981998,111080679,-1.6107852065361121
chr1,181979293,181983286,-4.608951943764963
chr1,223461694,223552251,-2.187390882994549
chr1,24384903,24475519,-1.2116954898962873
chr1,30030184,30059851,-3.686131084994877
chr1,1613083,1625482,-4.12817591607359
chr1,99619178,99642511,-3.1943829182749908
chr1,56785650,56817714,-2.824318253661177
chr1,20253785,20351346,-1.3378724277388316
chr1,123683559,123702645,-1.4459773789550234
chr1,106712673,106736557,-4.927970889381093
chr1,45170315,45184313,-2.953260098588249
chr1,169175226,169233434,-2.0766781939218992
chr1,8650989,8677674,-2.960488215298284
chr1,219245014,219267690,-4.940557625304195
chr1,17817044,17895030,-2.5777967619617597
chr1,99091539,99147771,-3.59352599897229
chr1,117898642,117934805,-4.608447040346682
chr1,191461900,191503081,-5.4932229915529875
chr1,158232500,158297796,-4.779837843416007
chr1,23440813,23504969,-2.1089857274504205
chr1,92349524,92407464,-2.951756687874364
chr1,42571681,42609768,-2.6382616573006903
chr1,210817275,210824833,-5.076322943659497
chr1,246954725,246958370,-4.517293478106895
chr1,245781827,245831789,-2.648144546207049
chr1,176312402,176354132,-3.272677530145087
chr1,144504421,144600876,-1.583505035224867
chr1,5859805,5953841,-1.8960155379368588
chr1,111180373,111229820,-1.64835051003767
chr1,60339386,60387237,-5.4961046963963005
chr1,201313519,201386736,-1.4918382620914963
chr1,236426231,236454026,-2.667756104856642
chr1,139675502,139679684,-4.810295608245542
chr1,123482144,123544514,-2.0322053477189166
chr1,59160431,59240959,-4.704871473836155
chr1,132794914,132846954,-4.909620438140717
chr1,196586508,196634032,-2.9621020435950967
chr1,167987719,168049748,-2.54238003247321
chr1,6090611,6098514,-3.973872587698429
chr1,90016221,90066838,-3.721818792860166
chr1,60691888,60779697,-2.6970564654981666
chr1,43785281,43800863,-3.9271898732140516
chr1,127768181,127790036,-4.261825797488348
chr1,87549832,87598035,-3.764728960728739
chr1,184683739,184711370,-3.2067106940996615
chr1,110306784,110332012,-2.5607351045192597
chr1,18536071,18597285,-1.6080596871415036
chr1,8782802,8816238,-2.478097687593967
chr1,175003168,175023822,-2.7282113341372516
chr1,101987771,102037453,-4.14777907390917
chr1,204817531,204917400,-2.048180402028968
chr1,209678270,209726707,-2.235969375764
chr1,213346828,213445384,-5.044853526132697
chr1,165976624,166000515,-4.050472638678874
chr1,219781131,219828718,-1.9928550102948637
chr1,117761715,117778899,-4.173123853562808
chr1,80618838,80711628,-6.200645437132518
chr1,18558361,18564638,-4.486900022287477
chr1,54270645,54318731,-2.376241760915437
chr1,16401819,16409924,-4.213299959482404
chr1,130294114,130349289,-4.350952702611216
chr1,164918971,164982157,-2.3987997539753394
chr1,69974811,70050864,-2.285419543030792
chr1,158201390,158217072,-3.3935357408617564
chr1,205702261,205718815,-2.6386508002477864
chr1,115829910,115880855,-2.982043366835745
chr1,126580161,126601198,-3.8113574056513198
chr1,75450818,75515145,-2.620228356733438
chr1,235840700,235851796,-4.103174807471508
chr1,77583514,77665070,-2.566965576186604
chr1,45134747,45146909,-3.3250670167506167
chr1,57043414,57105545,-5.059866615329879
chr1,175383280,175416189,-5.352203437835688
chr1,57973013,58045754,-3.431536573001312
chr1,103470478,103485817,-4.058788332251397
chr1,185538817,185634948,-1.6031008486622225
chr1,136976737,137021432,-4.834490652865331
